Clt,Équipe,MJ,V,N,D,BM,BE,GAv,DB,Pts,Affluence,Meilleur buteur de l'équipe,Gardien de but,Qualification or relegation
1,Arsenal,42,23,13,6,81,32,2.531,49,59,,"ROOKE, Ronnie - 33","SWINDIN, George ",League Champions
2,Manchester United,42,19,14,9,81,48,1.688,33,52,,,,FA Cup winners
3,Burnley,42,20,12,10,56,43,1.302,13,52,,,,
4,Derby County,42,19,12,11,77,57,1.351,20,50,,,,
5,Wolverhampton Wanderers,42,19,9,14,83,70,1.186,13,47,,,,
6,Aston Villa,42,19,9,14,65,57,1.140,8,47,,"FORD, Trevor - 18","RUTHERFORD, Joe",
7,Preston North End,42,20,7,15,67,68,0.985,-1,47,,,,
8,Portsmouth,42,19,7,16,68,50,1.360,18,45,,,,
9,Blackpool,42,17,10,15,57,41,1.390,16,44,,,,
10,Manchester City,42,15,12,15,52,47,1.106,5,42,,,,
11,Liverpool,42,16,10,16,65,61,1.066,4,42,,,,
12,Sheffield United,42,16,10,16,65,70,0.929,-5,42,,,,
13,Charlton Athletic,42,17,6,19,57,66,0.864,-9,40,,,,
14,Everton,42,17,6,19,52,66,0.788,-14,40,,,,
15,Stoke City,42,14,10,18,41,55,0.745,-14,38,,,,
16,Middlesbrough,42,14,9,19,71,73,0.973,-2,37,,,,
17,Bolton Wanderers,42,16,5,21,46,58,0.793,-12,37,,,,
18,Chelsea,42,14,9,19,53,71,0.746,-18,37,,,,
19,Huddersfield Town,42,12,12,18,51,60,0.850,-9,36,,,,
20,Sunderland,42,13,10,19,56,67,0.836,-11,36,,,,
21,Blackburn Rovers,42,11,10,21,54,72,0.750,-18,32,,,,Relegated
22,Grimsby Town,42,8,6,28,45,111,0.405,-66,22,,,,Relegated
